Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,ENA Express support,On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand ap-northeast-1-tpe-1 Windows pricing,On-Demand ap-northeast-1-tpe-1 SUSE pricing,On-Demand ap-northeast-1-tpe-1 RHEL pricing,On-Demand ap-northeast-1-tpe-1 Linux pricing
m6in.16xlarge,m6in,16xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,256,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,8.67232 USD per Hour,5.72832 USD per Hour,5.85332 USD per Hour,5.85832 USD per Hour,,,,
m6in.24xlarge,m6in,24xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,-,-,-,-,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,13.00848 USD per Hour,8.59248 USD per Hour,8.71748 USD per Hour,8.72248 USD per Hour,,,,
m6in.32xlarge,m6in,32xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,-,-,-,-,supported,default,200 Gigabit,required,14,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,17.34464 USD per Hour,11.45664 USD per Hour,11.58164 USD per Hour,11.58664 USD per Hour,,,,
m6in.metal,m6in,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,128,x86_64,64,-,2,-,3.5,512,-,-,-,-,supported,default,200 Gigabit,required,14,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,17.34464 USD per Hour,11.45664 USD per Hour,11.58164 USD per Hour,11.58664 USD per Hour,,,,
m7g.medium,m7g,medium,"ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,1,arm64,1,-,1,-,2.6,4,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.0527 USD per Hour,0.109 USD per Hour,0.1127 USD per Hour,,,,
m7g.large,m7g,large,"ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.1054 USD per Hour,0.1617 USD per Hour,0.1654 USD per Hour,,,,
m7g.xlarge,m7g,xlarge,"ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.2108 USD per Hour,0.2671 USD per Hour,0.2708 USD per Hour,,,,
m7g.2xlarge,m7g,2xlarge,"ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,-,-,-,-,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.4216 USD per Hour,0.5466 USD per Hour,0.5516 USD per Hour,,,,
m7g.4xlarge,m7g,4xlarge,"ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,64,-,-,-,-,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.8432 USD per Hour,0.9682 USD per Hour,0.9732 USD per Hour,,,,
m7g.8xlarge,m7g,8xlarge,"ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,128,-,-,-,-,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,1.6864 USD per Hour,1.8114 USD per Hour,1.8164 USD per Hour,,,,
m7g.12xlarge,m7g,12xlarge,"ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,192,-,-,-,-,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,2.5296 USD per Hour,2.6546 USD per Hour,2.6596 USD per Hour,,,,
m7g.16xlarge,m7g,16xlarge,"ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,256,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,3.3728 USD per Hour,3.4978 USD per Hour,3.5028 USD per Hour,,,,
m7g.metal,m7g,metal,"ap-northeast-1d, ap-northeast-1c",false,false,true,,64,arm64,64,-,1,-,2.6,256,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,3.3728 USD per Hour,3.4978 USD per Hour,3.5028 USD per Hour,,,,
mac1.metal,mac1,metal,"ap-northeast-1c, ap-northeast-1a",false,false,true,,12,x86_64_mac,6,-,2,-,3.2,32,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,true,"partition, spread",-,-,-,ebs,true,-,-,true,false,,,,,,,,
p2.xlarge,p2,xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.7,61,-,-,-,-,supported,default,High,supported,4,15,15,true,"cluster, partition, spread",1,-,true,ebs,true,-,-,true,false,1.726 USD per Hour,1.542 USD per Hour,1.642 USD per Hour,1.602 USD per Hour,,,,
p2.8xlarge,p2,8xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,488,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",8,-,true,ebs,true,-,-,true,false,13.808 USD per Hour,12.336 USD per Hour,12.436 USD per Hour,12.466 USD per Hour,,,,
p2.16xlarge,p2,16xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,732,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",16,-,true,ebs,true,-,-,true,false,27.616 USD per Hour,24.672 USD per Hour,24.772 USD per Hour,24.802 USD per Hour,,,,
p3.2xlarge,p3,2xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.7,61,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",1,-,true,ebs,true,-,-,true,false,4.562 USD per Hour,4.194 USD per Hour,4.294 USD per Hour,4.324 USD per Hour,,,,
p3.8xlarge,p3,8xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",4,-,true,ebs,true,-,-,true,false,18.248 USD per Hour,16.776 USD per Hour,16.876 USD per Hour,16.906 USD per Hour,,,,
p3.16xlarge,p3,16xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.7,488,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",8,-,true,ebs,true,-,-,true,false,36.496 USD per Hour,33.552 USD per Hour,33.652 USD per Hour,33.682 USD per Hour,,,,
p3dn.24xlarge,p3dn,24xlarge,ap-northeast-1a,false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,768,1800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",8,-,-,ebs,-,-,-,true,false,47.199 USD per Hour,42.783 USD per Hour,42.908 USD per Hour,42.913 USD per Hour,,,,
p4d.24xlarge,p4d,24xlarge,ap-northeast-1a,false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3,1152,8000,true,ssd,8,supported,default,4x 100 Gigabit,required,60,50,50,true,"cluster, partition, spread",8,-,-,ebs,true,-,-,true,false,,44.92215 USD per Hour,45.04715 USD per Hour,45.05215 USD per Hour,,,,
r3.large,r3,large,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.5,15,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,10,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,0.3 USD per Hour,0.2 USD per Hour,0.3 USD per Hour,0.26 USD per Hour,,,,
r3.xlarge,r3,xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,30.5,80,true,ssd,1,supported,supported,Moderate,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,0.599 USD per Hour,0.399 USD per Hour,0.499 USD per Hour,0.459 USD per Hour,,,,
r3.2xlarge,r3,2xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,61,160,true,ssd,1,supported,supported,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,1.177 USD per Hour,0.798 USD per Hour,0.898 USD per Hour,0.928 USD per Hour,,,,
r3.4xlarge,r3,4xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.5,122,320,true,ssd,1,supported,supported,High,unsupported,8,30,30,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,2.276 USD per Hour,1.596 USD per Hour,1.696 USD per Hour,1.726 USD per Hour,,,,
r3.8xlarge,r3,8xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,244,640,true,ssd,2,supported,unsupported,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,-,-,false,false,4.25 USD per Hour,3.192 USD per Hour,3.292 USD per Hour,3.322 USD per Hour,,,,
r4.large,r4,large,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,-,-,-,-,supported,default,Up to 10 Gigabit,supported,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.252 USD per Hour,0.16 USD per Hour,0.26 USD per Hour,0.22 USD per Hour,,,,
r4.xlarge,r4,xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.504 USD per Hour,0.32 USD per Hour,0.42 USD per Hour,0.38 USD per Hour,,,,
r4.2xlarge,r4,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,1.008 USD per Hour,0.64 USD per Hour,0.74 USD per Hour,0.77 USD per Hour,,,,
r4.4xlarge,r4,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,-,-,-,-,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,2.016 USD per Hour,1.28 USD per Hour,1.38 USD per Hour,1.41 USD per Hour,,,,
r4.8xlarge,r4,8xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,4.032 USD per Hour,2.56 USD per Hour,2.66 USD per Hour,2.69 USD per Hour,,,,
r4.16xlarge,r4,16xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,-,-,-,-,supported,default,25 Gigabit,supported,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,8.064 USD per Hour,5.12 USD per Hour,5.22 USD per Hour,5.25 USD per Hour,,,,
r5.large,r5,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.244 USD per Hour,0.152 USD per Hour,0.208 USD per Hour,0.212 USD per Hour,,,,
r5.xlarge,r5,xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.488 USD per Hour,0.304 USD per Hour,0.36 USD per Hour,0.364 USD per Hour,,,,
r5.2xlarge,r5,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.976 USD per Hour,0.608 USD per Hour,0.733 USD per Hour,0.738 USD per Hour,1.128 USD per Hour,0.885 USD per Hour,0.89 USD per Hour,0.76 USD per Hour
r5.4xlarge,r5,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,1.952 USD per Hour,1.216 USD per Hour,1.341 USD per Hour,1.346 USD per Hour,,,,
r5.8xlarge,r5,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,3.904 USD per Hour,2.432 USD per Hour,2.557 USD per Hour,2.562 USD per Hour,,,,
r5.12xlarge,r5,12xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,5.856 USD per Hour,3.648 USD per Hour,3.773 USD per Hour,3.778 USD per Hour,,,,
r5.16xlarge,r5,16xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,7.808 USD per Hour,4.864 USD per Hour,4.989 USD per Hour,4.994 USD per Hour,,,,
r5.24xlarge,r5,24xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,11.712 USD per Hour,7.296 USD per Hour,7.421 USD per Hour,7.426 USD per Hour,,,,
r5.metal,r5,metal,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,true,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,11.712 USD per Hour,7.296 USD per Hour,7.421 USD per Hour,7.426 USD per Hour,,,,
r5a.large,r5a,large,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,0.229 USD per Hour,0.137 USD per Hour,0.193 USD per Hour,0.197 USD per Hour,,,,
r5a.xlarge,r5a,xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,0.458 USD per Hour,0.274 USD per Hour,0.33 USD per Hour,0.334 USD per Hour,,,,
r5a.2xlarge,r5a,2xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,0.916 USD per Hour,0.548 USD per Hour,0.673 USD per Hour,0.678 USD per Hour,,,,
r5a.4xlarge,r5a,4xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,1.832 USD per Hour,1.096 USD per Hour,1.221 USD per Hour,1.226 USD per Hour,,,,
r5a.8xlarge,r5a,8xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,3.664 USD per Hour,2.192 USD per Hour,2.317 USD per Hour,2.322 USD per Hour,,,,
r5a.12xlarge,r5a,12xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,384,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,5.496 USD per Hour,3.288 USD per Hour,3.413 USD per Hour,3.418 USD per Hour,,,,
r5a.16xlarge,r5a,16xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,-,-,-,-,supported,default,12 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,7.328 USD per Hour,4.384 USD per Hour,4.509 USD per Hour,4.514 USD per Hour,,,,
r5a.24xlarge,r5a,24xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,768,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,10.992 USD per Hour,6.576 USD per Hour,6.701 USD per Hour,6.706 USD per Hour,,,,
r5ad.large,r5ad,large,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,16,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,false,0.251 USD per Hour,0.159 USD per Hour,0.215 USD per Hour,0.219 USD per Hour,,,,
r5ad.xlarge,r5ad,xlarge,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,false,0.502 USD per Hour,0.318 USD per Hour,0.374 USD per Hour,0.378 USD per Hour,,,,
r5ad.2xlarge,r5ad,2xlarge,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,64,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,false,1.004 USD per Hour,0.636 USD per Hour,0.761 USD per Hour,0.766 USD per Hour,,,,
r5ad.4xlarge,r5ad,4xlarge,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.2,128,600,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,false,2.008 USD per Hour,1.272 USD per Hour,1.397 USD per Hour,1.402 USD per Hour,,,,
r5ad.8xlarge,r5ad,8xlarge,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,1200,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,4.016 USD per Hour,2.544 USD per Hour,2.669 USD per Hour,2.674 USD per Hour,,,,
r5ad.12xlarge,r5ad,12xlarge,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,384,1800,true,ssd,2,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,6.024 USD per Hour,3.816 USD per Hour,3.941 USD per Hour,3.946 USD per Hour,,,,
r5ad.16xlarge,r5ad,16xlarge,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,2400,true,ssd,4,supported,default,12 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,8.032 USD per Hour,5.088 USD per Hour,5.213 USD per Hour,5.218 USD per Hour,,,,
r5ad.24xlarge,r5ad,24xlarge,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.2,768,3600,true,ssd,4,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,12.048 USD per Hour,7.632 USD per Hour,7.757 USD per Hour,7.762 USD per Hour,,,,
r5b.large,r5b,large,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.273 USD per Hour,0.181 USD per Hour,0.2373 USD per Hour,0.241 USD per Hour,,,,
r5b.xlarge,r5b,xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.546 USD per Hour,0.362 USD per Hour,0.4183 USD per Hour,0.422 USD per Hour,,,,
r5b.2xlarge,r5b,2xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.092 USD per Hour,0.724 USD per Hour,0.849 USD per Hour,0.854 USD per Hour,,,,
r5b.4xlarge,r5b,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,2.184 USD per Hour,1.448 USD per Hour,1.573 USD per Hour,1.578 USD per Hour,,,,
r5b.8xlarge,r5b,8xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,4.368 USD per Hour,2.896 USD per Hour,3.021 USD per Hour,3.026 USD per Hour,,,,
r5b.12xlarge,r5b,12xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,6.552 USD per Hour,4.344 USD per Hour,4.469 USD per Hour,4.474 USD per Hour,,,,
r5b.16xlarge,r5b,16xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,8.736 USD per Hour,5.792 USD per Hour,5.917 USD per Hour,5.922 USD per Hour,,,,
